DateKey,Date,Year,Quarter,Month,Day,MonthNameAr,DayNameAr,IsWeekend,IsHoliday
33,2024-02-02,2024,1,2,2,فبراير,الجمعة,True,False
34,2024-02-03,2024,1,2,3,فبراير,السبت,True,False
35,2024-02-04,2024,1,2,4,فبراير,الأحد,False,False
36,2024-02-05,2024,1,2,5,فبراير,الإثنين,False,False
37,2024-02-06,2024,1,2,6,فبراير,الثلاثاء,False,False
38,2024-02-07,2024,1,2,7,فبراير,الأربعاء,False,False
39,2024-02-08,2024,1,2,8,فبراير,الخميس,False,False
40,2024-02-09,2024,1,2,9,فبراير,الجمعة,True,False
41,2024-02-10,2024,1,2,10,فبراير,السبت,True,False
42,2024-02-11,2024,1,2,11,فبراير,الأحد,False,False
43,2024-02-12,2024,1,2,12,فبراير,الإثنين,False,False
44,2024-02-13,2024,1,2,13,فبراير,الثلاثاء,False,False
45,2024-02-14,2024,1,2,14,فبراير,الأربعاء,False,False
46,2024-02-15,2024,1,2,15,فبراير,الخميس,False,False
47,2024-02-16,2024,1,2,16,فبراير,الجمعة,True,False
48,2024-02-17,2024,1,2,17,فبراير,السبت,True,False
49,2024-02-18,2024,1,2,18,فبراير,الأحد,False,False
50,2024-02-19,2024,1,2,19,فبراير,الإثنين,False,False
51,2024-02-20,2024,1,2,20,فبراير,الثلاثاء,False,False
52,2024-02-21,2024,1,2,21,فبراير,الأربعاء,False,False
53,2024-02-22,2024,1,2,22,فبراير,الخميس,False,False
54,2024-02-23,2024,1,2,23,فبراير,الجمعة,True,False
55,2024-02-24,2024,1,2,24,فبراير,السبت,True,False
56,2024-02-25,2024,1,2,25,فبراير,الأحد,False,False
57,2024-02-26,2024,1,2,26,فبراير,الإثنين,False,False
58,2024-02-27,2024,1,2,27,فبراير,الثلاثاء,False,False
59,2024-02-28,2024,1,2,28,فبراير,الأربعاء,False,False
60,2024-02-29,2024,1,2,29,فبراير,الخميس,False,False
61,2024-03-01,2024,1,3,1,مارس,الجمعة,True,False
62,2024-03-02,2024,1,3,2,مارس,السبت,True,False
63,2024-03-03,2024,1,3,3,مارس,الأحد,False,False
64,2024-03-04,2024,1,3,4,مارس,الإثنين,False,False
65,2024-03-05,2024,1,3,5,مارس,الثلاثاء,False,False
66,2024-03-06,2024,1,3,6,مارس,الأربعاء,False,False
67,2024-03-07,2024,1,3,7,مارس,الخميس,False,False
68,2024-03-08,2024,1,3,8,مارس,الجمعة,True,False
69,2024-03-09,2024,1,3,9,مارس,السبت,True,False
70,2024-03-10,2024,1,3,10,مارس,الأحد,False,False
71,2024-03-11,2024,1,3,11,مارس,الإثنين,False,False
72,2024-03-12,2024,1,3,12,مارس,الثلاثاء,False,False
73,2024-03-13,2024,1,3,13,مارس,الأربعاء,False,False
74,2024-03-14,2024,1,3,14,مارس,الخميس,False,False
75,2024-03-15,2024,1,3,15,مارس,الجمعة,True,False
76,2024-03-16,2024,1,3,16,مارس,السبت,True,False
77,2024-03-17,2024,1,3,17,مارس,الأحد,False,False
78,2024-03-18,2024,1,3,18,مارس,الإثنين,False,False
79,2024-03-19,2024,1,3,19,مارس,الثلاثاء,False,False
80,2024-03-20,2024,1,3,20,مارس,الأربعاء,False,False
81,2024-03-21,2024,1,3,21,مارس,الخميس,False,False
82,2024-03-22,2024,1,3,22,مارس,الجمعة,True,False
83,2024-03-23,2024,1,3,23,مارس,السبت,True,False
84,2024-03-24,2024,1,3,24,مارس,الأحد,False,False
85,2024-03-25,2024,1,3,25,مارس,الإثنين,False,False
86,2024-03-26,2024,1,3,26,مارس,الثلاثاء,False,False
87,2024-03-27,2024,1,3,27,مارس,الأربعاء,False,False
88,2024-03-28,2024,1,3,28,مارس,الخميس,False,False
89,2024-03-29,2024,1,3,29,مارس,الجمعة,True,False
90,2024-03-30,2024,1,3,30,مارس,السبت,True,False
91,2024-03-31,2024,1,3,31,مارس,الأحد,False,False
92,2024-04-01,2024,2,4,1,أبريل,الإثنين,False,True
93,2024-04-02,2024,2,4,2,أبريل,الثلاثاء,False,True
94,2024-04-03,2024,2,4,3,أبريل,الأربعاء,False,True
95,2024-04-04,2024,2,4,4,أبريل,الخميس,False,False
96,2024-04-05,2024,2,4,5,أبريل,الجمعة,True,False
97,2024-04-06,2024,2,4,6,أبريل,السبت,True,False
98,2024-04-07,2024,2,4,7,أبريل,الأحد,False,False
99,2024-04-08,2024,2,4,8,أبريل,الإثنين,False,False
100,2024-04-09,2024,2,4,9,أبريل,الثلاثاء,False,False
101,2024-04-10,2024,2,4,10,أبريل,الأربعاء,False,False
102,2024-04-11,2024,2,4,11,أبريل,الخميس,False,False
103,2024-04-12,2024,2,4,12,أبريل,الجمعة,True,False
104,2024-04-13,2024,2,4,13,أبريل,السبت,True,False
105,2024-04-14,2024,2,4,14,أبريل,الأحد,False,False
106,2024-04-15,2024,2,4,15,أبريل,الإثنين,False,False
107,2024-04-16,2024,2,4,16,أبريل,الثلاثاء,False,False
108,2024-04-17,2024,2,4,17,أبريل,الأربعاء,False,False
109,2024-04-18,2024,2,4,18,أبريل,الخميس,False,False
110,2024-04-19,2024,2,4,19,أبريل,الجمعة,True,False
111,2024-04-20,2024,2,4,20,أبريل,السبت,True,False
112,2024-04-21,2024,2,4,21,أبريل,الأحد,False,False
113,2024-04-22,2024,2,4,22,أبريل,الإثنين,False,False
114,2024-04-23,2024,2,4,23,أبريل,الثلاثاء,False,False
115,2024-04-24,2024,2,4,24,أبريل,الأربعاء,False,False
116,2024-04-25,2024,2,4,25,أبريل,الخميس,False,False
117,2024-04-26,2024,2,4,26,أبريل,الجمعة,True,False
118,2024-04-27,2024,2,4,27,أبريل,السبت,True,False
119,2024-04-28,2024,2,4,28,أبريل,الأحد,False,False
120,2024-04-29,2024,2,4,29,أبريل,الإثنين,False,False
121,2024-04-30,2024,2,4,30,أبريل,الثلاثاء,False,False
122,2024-05-01,2024,2,5,1,مايو,الأربعاء,False,False
123,2024-05-02,2024,2,5,2,مايو,الخميس,False,False
124,2024-05-03,2024,2,5,3,مايو,الجمعة,True,False
125,2024-05-04,2024,2,5,4,مايو,السبت,True,False
126,2024-05-05,2024,2,5,5,مايو,الأحد,False,False
127,2024-05-06,2024,2,5,6,مايو,الإثنين,False,False
128,2024-05-07,2024,2,5,7,مايو,الثلاثاء,False,False
129,2024-05-08,2024,2,5,8,مايو,الأربعاء,False,False
130,2024-05-09,2024,2,5,9,مايو,الخميس,False,False
131,2024-05-10,2024,2,5,10,مايو,الجمعة,True,False
132,2024-05-11,2024,2,5,11,مايو,السبت,True,False
133,2024-05-12,2024,2,5,12,مايو,الأحد,False,False
134,2024-05-13,2024,2,5,13,مايو,الإثنين,False,False
135,2024-05-14,2024,2,5,14,مايو,الثلاثاء,False,False
136,2024-05-15,2024,2,5,15,مايو,الأربعاء,False,False
137,2024-05-16,2024,2,5,16,مايو,الخميس,False,False
138,2024-05-17,2024,2,5,17,مايو,الجمعة,True,False
139,2024-05-18,2024,2,5,18,مايو,السبت,True,False
140,2024-05-19,2024,2,5,19,مايو,الأحد,False,False
141,2024-05-20,2024,2,5,20,مايو,الإثنين,False,False
142,2024-05-21,2024,2,5,21,مايو,الثلاثاء,False,False
143,2024-05-22,2024,2,5,22,مايو,الأربعاء,False,False
144,2024-05-23,2024,2,5,23,مايو,الخميس,False,False
145,2024-05-24,2024,2,5,24,مايو,الجمعة,True,False
146,2024-05-25,2024,2,5,25,مايو,السبت,True,False
147,2024-05-26,2024,2,5,26,مايو,الأحد,False,False
148,2024-05-27,2024,2,5,27,مايو,الإثنين,False,False
149,2024-05-28,2024,2,5,28,مايو,الثلاثاء,False,False
150,2024-05-29,2024,2,5,29,مايو,الأربعاء,False,False
151,2024-05-30,2024,2,5,30,مايو,الخميس,False,False
152,2024-05-31,2024,2,5,31,مايو,الجمعة,True,False
153,2024-06-01,2024,2,6,1,يونيو,السبت,True,False
154,2024-06-02,2024,2,6,2,يونيو,الأحد,False,False
155,2024-06-03,2024,2,6,3,يونيو,الإثنين,False,False
156,2024-06-04,2024,2,6,4,يونيو,الثلاثاء,False,False
157,2024-06-05,2024,2,6,5,يونيو,الأربعاء,False,False
158,2024-06-06,2024,2,6,6,يونيو,الخميس,False,False
159,2024-06-07,2024,2,6,7,يونيو,الجمعة,True,False
160,2024-06-08,2024,2,6,8,يونيو,السبت,True,False
161,2024-06-09,2024,2,6,9,يونيو,الأحد,False,False
162,2024-06-10,2024,2,6,10,يونيو,الإثنين,False,False
163,2024-06-11,2024,2,6,11,يونيو,الثلاثاء,False,False
164,2024-06-12,2024,2,6,12,يونيو,الأربعاء,False,False
165,2024-06-13,2024,2,6,13,يونيو,الخميس,False,False
166,2024-06-14,2024,2,6,14,يونيو,الجمعة,True,False
167,2024-06-15,2024,2,6,15,يونيو,السبت,True,False
168,2024-06-16,2024,2,6,16,يونيو,الأحد,False,False
169,2024-06-17,2024,2,6,17,يونيو,الإثنين,False,False
170,2024-06-18,2024,2,6,18,يونيو,الثلاثاء,False,False
171,2024-06-19,2024,2,6,19,يونيو,الأربعاء,False,False
172,2024-06-20,2024,2,6,20,يونيو,الخميس,False,False
173,2024-06-21,2024,2,6,21,يونيو,الجمعة,True,False
174,2024-06-22,2024,2,6,22,يونيو,السبت,True,False
175,2024-06-23,2024,2,6,23,يونيو,الأحد,False,False
176,2024-06-24,2024,2,6,24,يونيو,الإثنين,False,False
177,2024-06-25,2024,2,6,25,يونيو,الثلاثاء,False,False
178,2024-06-26,2024,2,6,26,يونيو,الأربعاء,False,False
179,2024-06-27,2024,2,6,27,يونيو,الخميس,False,False
180,2024-06-28,2024,2,6,28,يونيو,الجمعة,True,False
181,2024-06-29,2024,2,6,29,يونيو,السبت,True,False
182,2024-06-30,2024,2,6,30,يونيو,الأحد,False,False
183,2024-07-01,2024,3,7,1,يوليو,الإثنين,False,False
184,2024-07-02,2024,3,7,2,يوليو,الثلاثاء,False,False
185,2024-07-03,2024,3,7,3,يوليو,الأربعاء,False,False
186,2024-07-04,2024,3,7,4,يوليو,الخميس,False,False
187,2024-07-05,2024,3,7,5,يوليو,الجمعة,True,False
188,2024-07-06,2024,3,7,6,يوليو,السبت,True,False
189,2024-07-07,2024,3,7,7,يوليو,الأحد,False,False
190,2024-07-08,2024,3,7,8,يوليو,الإثنين,False,False
191,2024-07-09,2024,3,7,9,يوليو,الثلاثاء,False,False
192,2024-07-10,2024,3,7,10,يوليو,الأربعاء,False,False
193,2024-07-11,2024,3,7,11,يوليو,الخميس,False,False
194,2024-07-12,2024,3,7,12,يوليو,الجمعة,True,False
195,2024-07-13,2024,3,7,13,يوليو,السبت,True,False
196,2024-07-14,2024,3,7,14,يوليو,الأحد,False,False
197,2024-07-15,2024,3,7,15,يوليو,الإثنين,False,False
198,2024-07-16,2024,3,7,16,يوليو,الثلاثاء,False,False
199,2024-07-17,2024,3,7,17,يوليو,الأربعاء,False,False
200,2024-07-18,2024,3,7,18,يوليو,الخميس,False,False
201,2024-07-19,2024,3,7,19,يوليو,الجمعة,True,False
202,2024-07-20,2024,3,7,20,يوليو,السبت,True,False
203,2024-07-21,2024,3,7,21,يوليو,الأحد,False,False
204,2024-07-22,2024,3,7,22,يوليو,الإثنين,False,False
205,2024-07-23,2024,3,7,23,يوليو,الثلاثاء,False,False
206,2024-07-24,2024,3,7,24,يوليو,الأربعاء,False,False
207,2024-07-25,2024,3,7,25,يوليو,الخميس,False,False
208,2024-07-26,2024,3,7,26,يوليو,الجمعة,True,False
209,2024-07-27,2024,3,7,27,يوليو,السبت,True,False
210,2024-07-28,2024,3,7,28,يوليو,الأحد,False,False
211,2024-07-29,2024,3,7,29,يوليو,الإثنين,False,False
212,2024-07-30,2024,3,7,30,يوليو,الثلاثاء,False,False
213,2024-07-31,2024,3,7,31,يوليو,الأربعاء,False,False
214,2024-08-01,2024,3,8,1,أغسطس,الخميس,False,False
215,2024-08-02,2024,3,8,2,أغسطس,الجمعة,True,False
216,2024-08-03,2024,3,8,3,أغسطس,السبت,True,False
217,2024-08-04,2024,3,8,4,أغسطس,الأحد,False,False
218,2024-08-05,2024,3,8,5,أغسطس,الإثنين,False,False
219,2024-08-06,2024,3,8,6,أغسطس,الثلاثاء,False,False
220,2024-08-07,2024,3,8,7,أغسطس,الأربعاء,False,False
221,2024-08-08,2024,3,8,8,أغسطس,الخميس,False,False
222,2024-08-09,2024,3,8,9,أغسطس,الجمعة,True,False
223,2024-08-10,2024,3,8,10,أغسطس,السبت,True,False
224,2024-08-11,2024,3,8,11,أغسطس,الأحد,False,False
225,2024-08-12,2024,3,8,12,أغسطس,الإثنين,False,False
226,2024-08-13,2024,3,8,13,أغسطس,الثلاثاء,False,False
227,2024-08-14,2024,3,8,14,أغسطس,الأربعاء,False,False
228,2024-08-15,2024,3,8,15,أغسطس,الخميس,False,False
229,2024-08-16,2024,3,8,16,أغسطس,الجمعة,True,False
230,2024-08-17,2024,3,8,17,أغسطس,السبت,True,False
231,2024-08-18,2024,3,8,18,أغسطس,الأحد,False,False
232,2024-08-19,2024,3,8,19,أغسطس,الإثنين,False,False
233,2024-08-20,2024,3,8,20,أغسطس,الثلاثاء,False,False
234,2024-08-21,2024,3,8,21,أغسطس,الأربعاء,False,False
235,2024-08-22,2024,3,8,22,أغسطس,الخميس,False,False
236,2024-08-23,2024,3,8,23,أغسطس,الجمعة,True,False
237,2024-08-24,2024,3,8,24,أغسطس,السبت,True,False
238,2024-08-25,2024,3,8,25,أغسطس,الأحد,False,False
239,2024-08-26,2024,3,8,26,أغسطس,الإثنين,False,False
240,2024-08-27,2024,3,8,27,أغسطس,الثلاثاء,False,False
241,2024-08-28,2024,3,8,28,أغسطس,الأربعاء,False,False
242,2024-08-29,2024,3,8,29,أغسطس,الخميس,False,False
243,2024-08-30,2024,3,8,30,أغسطس,الجمعة,True,False
244,2024-08-31,2024,3,8,31,أغسطس,السبت,True,False
245,2024-09-01,2024,3,9,1,سبتمبر,الأحد,False,True
246,2024-09-02,2024,3,9,2,سبتمبر,الإثنين,False,True
247,2024-09-03,2024,3,9,3,سبتمبر,الثلاثاء,False,True
248,2024-09-04,2024,3,9,4,سبتمبر,الأربعاء,False,False
249,2024-09-05,2024,3,9,5,سبتمبر,الخميس,False,False
250,2024-09-06,2024,3,9,6,سبتمبر,الجمعة,True,False
251,2024-09-07,2024,3,9,7,سبتمبر,السبت,True,False
252,2024-09-08,2024,3,9,8,سبتمبر,الأحد,False,False
253,2024-09-09,2024,3,9,9,سبتمبر,الإثنين,False,False
254,2024-09-10,2024,3,9,10,سبتمبر,الثلاثاء,False,False
255,2024-09-11,2024,3,9,11,سبتمبر,الأربعاء,False,False
256,2024-09-12,2024,3,9,12,سبتمبر,الخميس,False,False
257,2024-09-13,2024,3,9,13,سبتمبر,الجمعة,True,False
258,2024-09-14,2024,3,9,14,سبتمبر,السبت,True,False
259,2024-09-15,2024,3,9,15,سبتمبر,الأحد,False,False
260,2024-09-16,2024,3,9,16,سبتمبر,الإثنين,False,False
261,2024-09-17,2024,3,9,17,سبتمبر,الثلاثاء,False,False
262,2024-09-18,2024,3,9,18,سبتمبر,الأربعاء,False,False
263,2024-09-19,2024,3,9,19,سبتمبر,الخميس,False,False
264,2024-09-20,2024,3,9,20,سبتمبر,الجمعة,True,False
265,2024-09-21,2024,3,9,21,سبتمبر,السبت,True,False
266,2024-09-22,2024,3,9,22,سبتمبر,الأحد,False,False
267,2024-09-23,2024,3,9,23,سبتمبر,الإثنين,False,False
268,2024-09-24,2024,3,9,24,سبتمبر,الثلاثاء,False,False
269,2024-09-25,2024,3,9,25,سبتمبر,الأربعاء,False,False
270,2024-09-26,2024,3,9,26,سبتمبر,الخميس,False,False
271,2024-09-27,2024,3,9,27,سبتمبر,الجمعة,True,False
272,2024-09-28,2024,3,9,28,سبتمبر,السبت,True,False
273,2024-09-29,2024,3,9,29,سبتمبر,الأحد,False,False
274,2024-09-30,2024,3,9,30,سبتمبر,الإثنين,False,False
275,2024-10-01,2024,4,10,1,أكتوبر,الثلاثاء,False,False
276,2024-10-02,2024,4,10,2,أكتوبر,الأربعاء,False,False
277,2024-10-03,2024,4,10,3,أكتوبر,الخميس,False,False
278,2024-10-04,2024,4,10,4,أكتوبر,الجمعة,True,False
279,2024-10-05,2024,4,10,5,أكتوبر,السبت,True,False
280,2024-10-06,2024,4,10,6,أكتوبر,الأحد,False,False
281,2024-10-07,2024,4,10,7,أكتوبر,الإثنين,False,False
282,2024-10-08,2024,4,10,8,أكتوبر,الثلاثاء,False,False
283,2024-10-09,2024,4,10,9,أكتوبر,الأربعاء,False,False
284,2024-10-10,2024,4,10,10,أكتوبر,الخميس,False,False
285,2024-10-11,2024,4,10,11,أكتوبر,الجمعة,True,False
286,2024-10-12,2024,4,10,12,أكتوبر,السبت,True,False
287,2024-10-13,2024,4,10,13,أكتوبر,الأحد,False,False
288,2024-10-14,2024,4,10,14,أكتوبر,الإثنين,False,False
289,2024-10-15,2024,4,10,15,أكتوبر,الثلاثاء,False,False
290,2024-10-16,2024,4,10,16,أكتوبر,الأربعاء,False,False
291,2024-10-17,2024,4,10,17,أكتوبر,الخميس,False,False
292,2024-10-18,2024,4,10,18,أكتوبر,الجمعة,True,False
293,2024-10-19,2024,4,10,19,أكتوبر,السبت,True,False
294,2024-10-20,2024,4,10,20,أكتوبر,الأحد,False,False
295,2024-10-21,2024,4,10,21,أكتوبر,الإثنين,False,False
296,2024-10-22,2024,4,10,22,أكتوبر,الثلاثاء,False,False
297,2024-10-23,2024,4,10,23,أكتوبر,الأربعاء,False,False
298,2024-10-24,2024,4,10,24,أكتوبر,الخميس,False,False
299,2024-10-25,2024,4,10,25,أكتوبر,الجمعة,True,False
300,2024-10-26,2024,4,10,26,أكتوبر,السبت,True,False
301,2024-10-27,2024,4,10,27,أكتوبر,الأحد,False,False
302,2024-10-28,2024,4,10,28,أكتوبر,الإثنين,False,False
303,2024-10-29,2024,4,10,29,أكتوبر,الثلاثاء,False,False
304,2024-10-30,2024,4,10,30,أكتوبر,الأربعاء,False,False
305,2024-10-31,2024,4,10,31,أكتوبر,الخميس,False,False
306,2024-11-01,2024,4,11,1,نوفمبر,الجمعة,True,False
307,2024-11-02,2024,4,11,2,نوفمبر,السبت,True,False
308,2024-11-03,2024,4,11,3,نوفمبر,الأحد,False,False
309,2024-11-04,2024,4,11,4,نوفمبر,الإثنين,False,False
310,2024-11-05,2024,4,11,5,نوفمبر,الثلاثاء,False,False
311,2024-11-06,2024,4,11,6,نوفمبر,الأربعاء,False,False
312,2024-11-07,2024,4,11,7,نوفمبر,الخميس,False,False
313,2024-11-08,2024,4,11,8,نوفمبر,الجمعة,True,False
314,2024-11-09,2024,4,11,9,نوفمبر,السبت,True,False
315,2024-11-10,2024,4,11,10,نوفمبر,الأحد,False,False
316,2024-11-11,2024,4,11,11,نوفمبر,الإثنين,False,False
317,2024-11-12,2024,4,11,12,نوفمبر,الثلاثاء,False,False
318,2024-11-13,2024,4,11,13,نوفمبر,الأربعاء,False,False
319,2024-11-14,2024,4,11,14,نوفمبر,الخميس,False,False
320,2024-11-15,2024,4,11,15,نوفمبر,الجمعة,True,False
321,2024-11-16,2024,4,11,16,نوفمبر,السبت,True,False
322,2024-11-17,2024,4,11,17,نوفمبر,الأحد,False,False
323,2024-11-18,2024,4,11,18,نوفمبر,الإثنين,False,False
324,2024-11-19,2024,4,11,19,نوفمبر,الثلاثاء,False,False
325,2024-11-20,2024,4,11,20,نوفمبر,الأربعاء,False,False
326,2024-11-21,2024,4,11,21,نوفمبر,الخميس,False,False
327,2024-11-22,2024,4,11,22,نوفمبر,الجمعة,True,False
328,2024-11-23,2024,4,11,23,نوفمبر,السبت,True,False
329,2024-11-24,2024,4,11,24,نوفمبر,الأحد,False,False
330,2024-11-25,2024,4,11,25,نوفمبر,الإثنين,False,False
331,2024-11-26,2024,4,11,26,نوفمبر,الثلاثاء,False,False
332,2024-11-27,2024,4,11,27,نوفمبر,الأربعاء,False,False
333,2024-11-28,2024,4,11,28,نوفمبر,الخميس,False,False
334,2024-11-29,2024,4,11,29,نوفمبر,الجمعة,True,False
335,2024-11-30,2024,4,11,30,نوفمبر,السبت,True,False
336,2024-12-01,2024,4,12,1,ديسمبر,الأحد,False,False
337,2024-12-02,2024,4,12,2,ديسمبر,الإثنين,False,False
338,2024-12-03,2024,4,12,3,ديسمبر,الثلاثاء,False,False
339,2024-12-04,2024,4,12,4,ديسمبر,الأربعاء,False,False
340,2024-12-05,2024,4,12,5,ديسمبر,الخميس,False,False
341,2024-12-06,2024,4,12,6,ديسمبر,الجمعة,True,False
342,2024-12-07,2024,4,12,7,ديسمبر,السبت,True,False
343,2024-12-08,2024,4,12,8,ديسمبر,الأحد,False,False
344,2024-12-09,2024,4,12,9,ديسمبر,الإثنين,False,False
345,2024-12-10,2024,4,12,10,ديسمبر,الثلاثاء,False,False
346,2024-12-11,2024,4,12,11,ديسمبر,الأربعاء,False,False
347,2024-12-12,2024,4,12,12,ديسمبر,الخميس,False,False
348,2024-12-13,2024,4,12,13,ديسمبر,الجمعة,True,False
349,2024-12-14,2024,4,12,14,ديسمبر,السبت,True,False
350,2024-12-15,2024,4,12,15,ديسمبر,الأحد,False,False
351,2024-12-16,2024,4,12,16,ديسمبر,الإثنين,False,False
352,2024-12-17,2024,4,12,17,ديسمبر,الثلاثاء,False,False
353,2024-12-18,2024,4,12,18,ديسمبر,الأربعاء,False,False
354,2024-12-19,2024,4,12,19,ديسمبر,الخميس,False,False
355,2024-12-20,2024,4,12,20,ديسمبر,الجمعة,True,False
356,2024-12-21,2024,4,12,21,ديسمبر,السبت,True,False
357,2024-12-22,2024,4,12,22,ديسمبر,الأحد,False,False
358,2024-12-23,2024,4,12,23,ديسمبر,الإثنين,False,False
359,2024-12-24,2024,4,12,24,ديسمبر,الثلاثاء,False,False
360,2024-12-25,2024,4,12,25,ديسمبر,الأربعاء,False,False
361,2024-12-26,2024,4,12,26,ديسمبر,الخميس,False,False
362,2024-12-27,2024,4,12,27,ديسمبر,الجمعة,True,False
363,2024-12-28,2024,4,12,28,ديسمبر,السبت,True,False
364,2024-12-29,2024,4,12,29,ديسمبر,الأحد,False,False
365,2024-12-30,2024,4,12,30,ديسمبر,الإثنين,False,False
366,2024-12-31,2024,4,12,31,ديسمبر,الثلاثاء,False,False
367,2025-01-01,2025,1,1,1,يناير,الأربعاء,False,False
368,2025-01-02,2025,1,1,2,يناير,الخميس,False,False
369,2025-01-03,2025,1,1,3,يناير,الجمعة,True,False
370,2025-01-04,2025,1,1,4,يناير,السبت,True,False
371,2025-01-05,2025,1,1,5,يناير,الأحد,False,False
372,2025-01-06,2025,1,1,6,يناير,الإثنين,False,False
373,2025-01-07,2025,1,1,7,يناير,الثلاثاء,False,False
374,2025-01-08,2025,1,1,8,يناير,الأربعاء,False,False
375,2025-01-09,2025,1,1,9,يناير,الخميس,False,False
376,2025-01-10,2025,1,1,10,يناير,الجمعة,True,False
377,2025-01-11,2025,1,1,11,يناير,السبت,True,False
378,2025-01-12,2025,1,1,12,يناير,الأحد,False,False
379,2025-01-13,2025,1,1,13,يناير,الإثنين,False,False
380,2025-01-14,2025,1,1,14,يناير,الثلاثاء,False,False
381,2025-01-15,2025,1,1,15,يناير,الأربعاء,False,False
382,2025-01-16,2025,1,1,16,يناير,الخميس,False,False
383,2025-01-17,2025,1,1,17,يناير,الجمعة,True,False
384,2025-01-18,2025,1,1,18,يناير,السبت,True,False
385,2025-01-19,2025,1,1,19,يناير,الأحد,False,False
386,2025-01-20,2025,1,1,20,يناير,الإثنين,False,False
387,2025-01-21,2025,1,1,21,يناير,الثلاثاء,False,False
388,2025-01-22,2025,1,1,22,يناير,الأربعاء,False,False
389,2025-01-23,2025,1,1,23,يناير,الخميس,False,False
390,2025-01-24,2025,1,1,24,يناير,الجمعة,True,False
391,2025-01-25,2025,1,1,25,يناير,السبت,True,False
392,2025-01-26,2025,1,1,26,يناير,الأحد,False,False
393,2025-01-27,2025,1,1,27,يناير,الإثنين,False,False
394,2025-01-28,2025,1,1,28,يناير,الثلاثاء,False,False
395,2025-01-29,2025,1,1,29,يناير,الأربعاء,False,False
396,2025-01-30,2025,1,1,30,يناير,الخميس,False,False
397,2025-01-31,2025,1,1,31,يناير,الجمعة,True,False
398,2025-02-01,2025,1,2,1,فبراير,السبت,True,False
399,2025-02-02,2025,1,2,2,فبراير,الأحد,False,False
400,2025-02-03,2025,1,2,3,فبراير,الإثنين,False,False
401,2025-02-04,2025,1,2,4,فبراير,الثلاثاء,False,False
402,2025-02-05,2025,1,2,5,فبراير,الأربعاء,False,False
403,2025-02-06,2025,1,2,6,فبراير,الخميس,False,False
404,2025-02-07,2025,1,2,7,فبراير,الجمعة,True,False
405,2025-02-08,2025,1,2,8,فبراير,السبت,True,False
406,2025-02-09,2025,1,2,9,فبراير,الأحد,False,False
407,2025-02-10,2025,1,2,10,فبراير,الإثنين,False,False
408,2025-02-11,2025,1,2,11,فبراير,الثلاثاء,False,False
409,2025-02-12,2025,1,2,12,فبراير,الأربعاء,False,False
410,2025-02-13,2025,1,2,13,فبراير,الخميس,False,False
411,2025-02-14,2025,1,2,14,فبراير,الجمعة,True,False
412,2025-02-15,2025,1,2,15,فبراير,السبت,True,False
413,2025-02-16,2025,1,2,16,فبراير,الأحد,False,False
414,2025-02-17,2025,1,2,17,فبراير,الإثنين,False,False
415,2025-02-18,2025,1,2,18,فبراير,الثلاثاء,False,False
416,2025-02-19,2025,1,2,19,فبراير,الأربعاء,False,False
417,2025-02-20,2025,1,2,20,فبراير,الخميس,False,False
418,2025-02-21,2025,1,2,21,فبراير,الجمعة,True,False
